unit_order,unit_id,unit_title,R2536,Met-1981.373,A4095,L4044,P3466,R2407,P5881
112,3ac960d7-006a-4cd5-8645-2ff109178f5a,Hidden Crimes Are Exposed by Investigation,فإنّ حزم المرء إذا فحص عنه روى حقيقته واستبانته,فإنّ جرم المجرم وإذا فُحص عنه وتبيّن ازداد استنارة,فإنّ جُرم المرء إذا فُحص عنه وفُتّش ازداد استنارة واستبانة,,,,فإنّ الرجل ذو الجرم لا يحبّ أن يكثر الفحص عنه ولا عن أمره لأنّ الفحص عن جرم المجرم لا يزيد جرمه إلّا قبحًا
113,433f4acb-e0ac-43eb-89ae-51ce52f213d2,Stirred Up Mud Stinks,كما أنّ كلّ شئ مُنتِن من حمأة وغيرها إذا ثوّر ظهر ريحه وقذره,كما أنّ كلّ شقّتين من حمأة أو غيرها إذا حُرّكت ظهر ريحها وقذرها,كما أنّ كلّ نتنٍ من حمأة وغيرها إذا ثُوّرت ظهر ريحها وقذرها,وكذلك كلّ شيء طابت ريحه بالتثوير يزيده فوحًا وظهورًا,,,مثله في ذلك مثل السنّ المنتن كلّما عولج ازداد نتنًا
114,9fb6a417-05f2-4aac-a28c-e6e3c96bc176,Dimna Had Nothing to Do with the Ox,,,ولقد علم الملك ومن حضر أنَّه لم يكن بيني وبين الثور أمر أضطغنه عليه ولا أبغيه به غائلة وما كان يملك من ضرٍّ ولا نفعٍ لي,ولقد علم الملك وعلم جميع من حضر أنّه لم يكن بيني وبين شتربة أمرًا دخل *عليّ له حقدًا أو بعثته له غائلة وما كان لي بذلك ضرًّا ولا نفعًا,,,
115,b8157a09-e398-497e-a126-65c8901a34c6,Dimna Claims to Be a Victim of Scheme,,,ولقد كان الملك فيما أعلمته من أمره حتّى أبصر مصداقه أفضل رأيًا وأشدّ عزمًا وإنّي لأعرف أنّه يتخوّف مثلها منّي غيرُ واحد من أهل الغشّ والعدوان والعداوة للملك فنصبوا لمصيبتي واجتمعوا على هلاكي,ولكن نصحت الملك فيه وأعلمته على ما اطّلعت عليه من أمره وكان الشاهد عليه ما أبصر الملك من مصداق ما ذكرت له من أمره وكان أفصل فيه رأيًا وأشدّ عزمًا وقد عرفت أنّه قد تخوّف مثلها منّي غيرُ واحد من أهل الغشّ والعداوة للملك فنصبوا لي العداوة وأجمعوا على طلب هلاكي,,,
116,8730203c-9c99-439d-b2a8-97e63a3fb332,Scene 3: The Lion Orders an Investigation,,,,,,,
117,54ae9ec0-10cd-43b8-8049-07b77cd75a79,The Lion Orders an Investigation,,,فلمّا سمع الأسد قوله ارتاب به *فأخرجه وأمر بالفحص عنه ورفعه إلى القضاة لينظروا في أمره,فلمّا سمع الأسد قوله أمر به إلى القاضي وقال لقاضيه فتّش عن أمره فإنّي لا أحبّ أن أحكم على محسن ولا مسيء إلّا بظاهر من وجود الحقّ والعدل,,,قال فلمّا سمع الأسد ذلك منه أمر به أن يخرج من عنده حتّى يتثبّت في أمره ويبالغ في الفحص عن شأنه
118,bf392c24-9ad5-4f37-8485-82a5ba061579,Judge Deems Investigation Useful,,,,قال القاضي أيّها الملك إنّه لا شيء أكشف للعمى وأوضح للشبهة وأشدّ استخراجًا لغامضات الأشياء من الاجتهاد والمبالغة في الفحص والكشف,,,
119,8910fe2a-f1c6-4e4d-be4c-56c7b23796ea,Dimna States Investigation Will Clear Him,,,فسجد دمنة للملك وقال أيّها الملك لستَ بحقيق بمعاجلة أحدنا بالعقوبة عن قول الأشرار دون الفحص والتثبّت وإنّي لواثق عن فحصك ببراءتي وتصديق مقالتي,قال دمنة ولستَ حقيقًا أيّها الملك بالعجلة في قتلي بقول الأمّ بل يبحث الملك على هذا الأمر فإنّه كلّما ازداد في شأني نظرًا ازداد ببراءتي ونصيحتي يقينًا,,,فسجد له دمنة ودعا له وقال أيّها الملك لا تعجل في قتلي بكلام الأشرار وليبحث الملك في أمري حتّى يصحّ له صدقي فيما قلت فإنّه كلّما ازداد الملك في أمري نظرًا بان له براءتي ويصحّ له قولي وصدق مودّتي
120,3e143809-c6b5-4b52-ae29-a914dcc38f9d,Extracting Fire Is Like Unveiling the Truth,,,وقد قالت العلماء إنّ من استخرج النار من الحجر وهو كامنة فيه كالقادر أن يستخرج بالفحص وطول البحث ما خفي عليه من الأمور,,,,وقد قالت العلماء كما أُخفيت النار في الحجارة فلا يأخذها الناس إلّا بالحيلة والرفق لينتفعوا بها وكلّما خفي أمري وأكثرت البحث عنه ببيّنة فإنّه ينكشف ويظهر وقد علم الملك أيّده الله تعالى أنّ قولي هذا يدلّ على براءتي
121,90fe0a39-d8f4-4158-896e-f20ff01c8933,If Guilty Dimna Would Prefer No Investigation,,,ولو كنتُ مُجرمًا سرّني تركُك التفتيش عنّي ولما كنت مرابطًا بباب الملك,ولو كنت مجرمًا لتخوّفت التكشّف عن أمري لأنّي أصبحت ببراءتي عالمًا أرجو أن يستخرج الفحص صحّة أمري,,,
122,5d52e678-db60-46df-8cd8-7a21b7da5888,Dimna Cites His Staying as Proof of Innocence,ولو كنت مذنبًا هربت في الأرض وكان لي فيها سعة ورحب ولم أقمْ بباب الملك ولكنّي لثقتي ببرأتي ونصيحتي لم أبرحْ ولم أفارقه,ولو كنت مذنبًا لهربت في الأرض وكان لي فيها مستبطنًا ونجوت فلم أقم بباب الملك ولكنّي لثقتي وبرائتي ونصيحتي لم أبرح ولم أفارقه,ولو كنت مذنبًا هربت في الأرض وكان لي فيها مذهبًا ولكن لثقتي وبراءتي ونصيحتي لم أبرحه ولم أفارقه,ولو كنت عرفت لنفسي ذنبًا لوجدت في الأرض مذهبًا ولما لزمت باب الملك أنتظر ثواب عمل,,,فلو كنت أعلم لنفسي ذنبًا فيما بيني وبينك أيّها الملك لم أقم ببابك لكنّي واثق ببراءتي
123,b0e54b55-ded0-4541-86a6-b414e905547b,Dimna Asks for Unimpeachable Investigator,وأنا أرغب إليه إن كان في شكٍّ من أمري أن يأمر بالفحص عنه ويكون من يولّيه ذلك ذا أمانة لا تأخذه في الحقّ لومة لائم ويرفع إليه عذري وما يسمع من غيري و ينظر فيه لا يأخذ بأقاويل البغاة والحسدة,وأنا أرغب إليه إن كان في شكّ من ذلك أن لا يأخذه في الحقّ لومة لائم ولا يكون عنده محاباة لأحد ولا يُرفع إليه ما سمع من غيري ولا يأخذ بأقاويل البغاة والحسدة,وأنا أرغب إليه إن كان في شكّ من ذلك أن يأمر بالنظر فيه ويكون من يولّيه إيّاه ذا أمانةٍ وإسلامٍ لا يأخذه في الحقّ لومة لائم ولا يكون عنده محاباة لأحدٍ ولا غمزة ويرفع إليه عذري وما يسمع من غيري فينظرُ فيه ولا يأخذه فيه أقاويل البُغاة عليَّ الحسدة لي فيها,وأسأله الفحص إن كان في شكّ من أمري أن يأمر بالنظر فيه ويؤتي ذلك أمينًا مسلمًا لا تأخذه في الحقّ لومة لائم ليس بصاحب هوادة ولا حيف,,,وأنا أرغب إلى الملك إن كان في شكّ من أمري فيأمر بالنظر في أمري وتكون توليته إيّاه ذا أمانة لا يأخذه في الله لومة لائم ويرفع إليك عذري وما يسمع من أمري ويقيس بعض قولي ببعض
124,a24518bf-f2e1-4de6-a7f4-938cdb6d5115,Dimna Cites Ox's Treason as Proof for Being Falsely Suspected,فإنّ الذي قد عرف الملك من تشبيههم عليه ما قد كان تبيّن له من عداوة شتربة حتّى استحلّ بذلك قتله جديرًا من أن يمنعه ذلك من الإقدام على قتلي,,,,,,
125,b9e9ec31-3c34-47f0-bb69-85d9d5c1f61a,Dimna's Station Exposes Him to Jealousy ,فإنّه قد كانت لي من الملك منزلة أُنافَس فيها ومحلّ دانٍ إليه,فإنّه قد كانت لي منه منزلة أُنافَس فيها من يصل إليه,فإنّه قد كانت لي منه منزلة أُنافَسها وأُحسد عليها,فقد كانت لي منزلة أُنافَس عليها ويُؤمر إليه أن يُكشف ويُرفع إليه في كلّ يوم ما يصحّ له من أمري وما أدلي به من حجّتي فليرى الملك في ذلك رأيه ويقيس بعض أمري ببعض ولا يعجّل في أمري بتشبيه أهل البغي والعداوة,,,
126,dfdbac63-e740-49a5-bcd0-29b55dae633a,Dimna Appeals to Lion for Justice,,,,,,,
127,65b86f08-d2cc-41b8-b6c9-01f5d3297b43,Dimna Claims only Investigation Can Save Him ,فإن هو لم يفعل ذلك بي ويكون رأيه عليه من أمري فلا ملجأ ولا غياث إلّا إلى الله الذي يعلم سرائر العباد وخفيّ ضمائرهم ولعليّ لا أكون أضرّ بذلك منه,وإن هو لم يقبل ذلك فرأيه غلط ولا ملجأ إلّا إلى الله الذي يعلم السرائر وخفيّ الضمائر لعلّى أن لا أكون ناظرًا ذلك منه,فإن هو لم يفعل ذلك فيّ ويكن رأيه عليه فلا مؤمَّل لي ولا منجى إلَّا الله الذي يعلم سرائر العباد وخِفيّ ضميرهم ولعلّي أن لا أكون بذلك أضرّ منه,فإنّه إن لم يفعل ذلك واستحلّ منّي ما لا يحلّ فإنّه لا وزير لي ولا ملجأ إلّا الذي يعلم سرائر عباده وخفيّات ضمائرهم,,,وإن هو لم يفعل ذلك فلا ملجأ إلّا إلى الله الذي يعلم سرائر العباد وما يكنّ صدورهم وأعوذ بالله من أن يدع الملك المبالغة في البحث عن أمري ولا يعجّل عليّ بالعقوبة ولا *يقبل عليّ قول الأعداء والفجّار والسعاة والأشرار ويدع عدل القضاء فليس لي ناصر ألتجأ إليه ولا من أعوّل عليه إلّا الله تعالى
128,46f35ace-2c23-4833-8f61-40102bdd10e5,Doubt and Certainty Must Not Be Confused,وقد يقال إنّه من عمل بالتشبيه ولا يتثبّت,وقد كان يُقال إنّ الذي يعمل بالشبهة ولا يتأنّى عندها ولا يتثبّت فيها,وقد كان يقال إنّ الذي يعمل بالشبهة ولا يتّئد عندها ولا يتثبّت فيها يكون قد صدّق ما ينبغي أن يُشكّ فيه وكذّب ما ينبغي أن يصدّقه,وقد قالت العلماء إنّه من صدّق بما ينبغي أن يشكّ فيه وكذّب بما ينبغي أن يصدّق به,وقد قالت العلماء إنّ من صدّق ما ينبغي له أن يكذّب به ومن كذّب ما ينبغي له أن يصدّق به,وقد قالت العلماء إنّه من صدّق ما ينبغي أن يُكذَّب ويكذّب ما ينبغي أن يُصدّق,وقد قالت العلماء إنّ الذي يعمل بالشبهة ولا يتأنّى عندها
129,5f0a58b8-bad0-42d7-9edc-778572cd965e,Dimna's First Subtale of the Woman Who Mistook Her Servant for Her Lover,يكون أمره كالمرأة التي شبهّت عبدها بصديقها حتّى فضحها,يكون أمره كأمر المرأة التي شبّهت عبدها بصديقها ففضحها,فيكون أمره كأمر المرأة التي بذلت نفسها لعبدها حتّى فضحها,أصابه ما أصاب المرأة التي بذلت نفسها لعبدها حتّى فضحها للاشتباه عليها,أصابه ما أصاب المرأة التي بذلت نفسها لعبدها حتّى فضحها بالتلبيس عليها,لأصابه ما أصاب الإمرأة التي بذلت نفسها لرجلٍ حتّى فضحها بالاشتباه عليها,يكون أمره في ذلك كأمر المرأة التي شبّهت عبدها بصديقها ففضحها
130,83799432-dc07-409f-b8e2-227e3037017d,Lion's Question for Woman's Tale,قال الأسد وسائر الجند كيف كان ذلك المثل أخبرْنا به,فقال الأسد وكيف كان ذلك,قال الأسد وكيف كان ذلك,قال الأسد وكيف كان ذلك,قال الأسد وكيف كان ذلك,قال الأسد وكيف كان ذلك,قال الأسد وكيف كان ذلك
131,29a48bfd-72a9-48c7-91ad-2d8884832895,A Merchant's Wife Had a Lover,قال دمنة زعموا أنّ مدينة تدعى كشمير بأرض تسمّى بارود وكان بها تاجر مكثر يقال له خمر وكانت له امرأة ذات جمال فائق وكان لها جارًا مصوّر وكان صديقًا للمرأة,قال دمنة زعموا أنّه كان بأرض قشمير مدينة تُسمّى ماروات وكان فيها تاجر يقال له جمّ وكانت له امرأة حسناء وله جار مصوّر صديق له,قال دمنة كانت بأرض كشمير مدينة تُسمّى برود وكان فيها تاجرًا يقال له كَبِيرَغ وكانت له امرأةٌ ذات حسنٍ وجمالٍ وكان له جارٌ مصوّرٌ وهو صديقٌ لها,قال دمنة زعموا أنّه كان بمدينة كذا تاجر وكان له امرأة لها حظّ وجمال وكان إلى جنب بيتها مصوّر ماهر وكان لامرأة التاجر إلفًا,قال دمنة زعموا أنّه كان في بعض المدن تاجر وكانت له امرأة ذات حسن وجمال وكان إلى جنب التاجر رجل مصوّر ماهر بالتصاوير وكان هذا المصوّر يعشق امرأة التاجر,قال دمنة زعموا أنّه كان في بعض المدائن تاجرٌ وكان له امرأةٌ ذات خطٍّ من الجمال وكان إلى جانب بيت التاجر مصوّرًا ماهرًا في عمله وكان المصوّر لإمرأة التاجر أكفأ رجل,قال دمنة زعموا أنّه كان بأرض قشمير مدينة تسمّى مايروت وكان بها تاجر وكانت له امرأة جميلة وكان إلى جانب بيتها رجلًا مصوّرًا ماهرًا وكان المصوّر صديقها
132,5d00a195-3272-4d77-9bb9-ca9b7575b6bf,Magazine Keeper Wants to Steal Merchants' Wares,,,,,,,
133,922b7f9d-2278-4c17-af82-5b16aaf56bca,Magazine keeper has painter as friend,,,,,,,
134,262227c6-0f31-4a59-bb86-3aaa5cf57160,They plot to steal wares,,,,,,,
