unit_order,unit_id,unit_title,Met-1981.373,L4044,P5881,L8751,P3471,P3465,P3466,CCCP578,R3655,JBE-Hebrew,R2536,VAF298
217,56662729-ac12-4c0c-a946-9e9863efa596,Lion's Relief Upon Seeing Dimna Alone,فرأى دمنة مقبلًا وحده فاطمأنّ ورجع إلى مكانه,فلمّا رأى أنّه قد أقبل وحده وليس معه <أحد> اطمأنّت نفسه ورجع إلى مكانه إرادة أن لا يظنّ دمنة أنّ شيئًا استخفّه عن مكانه,حتّى نظر إلى دمنة مقبلًا فعاد إلى مكانه,,فلمّا رآه مقبلًا وحده ليس معه أحد اطمأنّت نفسه ورجع إلى مكانه أراد أن لا يظنّ به دمنة خوفًا أدركه,فبصر بدمنة مقبلًا نحوه فطمأنّت نفسه بذلك ورجع إلى مكانه,فلمّا رآه وحده ليس معه أحد اطمأنّت نفسه ورجع إلى مكانه إرادة ألّا يظنّ دمنة أنّ شيئًا استخفّه,فلمّا رآه وحده وليس معه أحد اطمأنّت نفسه ورجع إلى مكانه إرادة أن لا يظنّ دمنة أنّ شيئًا استخفّه,فلمّا رآه قد أقبل ليس معه غيره اطمأنّت نفسه ورجع إلى مكانه إرادة أن لا يظنّ دمنة أنّ شيئًا استخفّه,,فاطمأنّ ورجع إلى مكانه كراهيّة أن يفطن له دمنة أنّ شيئًا أقلقه منه,
218,d125f09a-f1b6-4782-92be-2fbc50aa76f7,Dimna's Return and Lion's Inquiry,فلمّا دخل دمنة على الأسد قال له ما صنعت,فلمّا انتهى دمنة إلى الأسد قال له ما صنعت وما رأيت,فلمّا دخل دمنة على الأسد قال له ما صنعت في الذي مضيت فيه,,فلمّا دخل عليه دمنة قال له ما صنعت وما رأيت,ودخل دمنة على الأسد فقال له ماذا صنعت وماذا رأيت,فلمّا دخل دمنة على الأسد قال له ما صنعت وما رأيت,فلمّا دخل دمنة على الأسد قال له ما صنعت وما رأيت,فلمّا دخل دمنة على الأسد قال له ما صنعت وما رأيت,,فلمّا دخل دمنة على الأسد قال له ما رأيت وما صنعت,
219,a58712fb-f5d7-4b1c-b2c3-c7a62436bdd5,Scene 5. Dimna Calms the Lion ,,,,,,,,,,,,
220,73f207ac-ad23-4b17-8288-bb55637bde02,Dimna Reports Seeing a Ox,قال رأيت ثورًا وهو صاحب الصوت الذي سمعت,قال دمنة رأيت ثورًا وهو صاحب هذا الصوت الذي سمعت,فقال دمنة إنّي رأيت ثورًا وهو صاحب الصوت الذي سمعته,,قال رأيت ثورًا هو صاحب الصوت الذي سمعت,قال رأيت ثورًا هو صاحب الخوار والصوت الذي سمعته,قال له رأيت ثورًا هو صاحب الصوت الذي سمعت,قال دمنة رأيت ثورًا هو صاحب الصوت الذي سمعت,قال رأيت ثورًا هو صاحب الصوت الذي سمعت,,قال دمنة رأيت ثورًا وهو صاحب الصوت الذي سمعته,
221,75e9c38d-551d-40cb-b4e7-64df4dfeb78e,Lion Inquires about Ox's Strength,قال الأسد ما حاله وكيف قوّته,قال الأسد فما قوّته وشدّته,قال له الأسد ما حاله وما قوّته,,قال فما فوقه,قال فما قوّته,قال فما قوّته وشدّته,قال فما شدّته وما قوّته,قال فما قوّته وشدّته,,قال له الأسد فما حاله وما قوّته,
222,4fb83168-1a7f-45a0-a18b-b19141f8f56b,Dimna Downplays Ox's Power,قال دمنة ليس له قوّة فإنّي حاورته محاورة الأكفّاء,قال دمنة لا شوكة له ولم أر له عزًّا أستدلّ به على قوتّه فدنوت منه وحاورته محاورة الأكفّاء فلم يستطلعْ لي منه شيئًا من القوّة والشدّة,قال دمنة لا شدّة عنده ولا بطش لأنّي دنوت منه وحاورت {ه} محاورة الأكفاء فلم يقدرْ لي على شيء,,قال لا شكوة قد دنوت منه وجاورته مجاورة الأكفاء فلم يصنعْ بي شيئًا,قال لا شوكة له وقد دنوت منه وحاورته محاورة الأكفاء فلم يستطعْ إليّ شيئًا,قال لا شوكة له قد دنوت منه وحاورته محاورة الأكفاء فلم يستطعْ لي شيئًا,قال دمنة لا شوكة له فدنوت منه وجاورته مجاورة الأكفاء فلم يستطعْ لي شيئًا,قال لا شوكة له قد دنوت منه وحاورته محاورة الأكفاء لم يستطعْ لي شيئًا,,قال لا شدّة عنده ولا قوّة قد دنوت منه وحاورته محاورة الأكفاء فلم يستطعْ لي على شيء,
223,db6d1f67-f351-4755-a909-b8337fc12b26,Lion Warns against Underestimation,فقال الأسد لا يغرّك منه ذلك ولا تدعْه على ضعف منه,قال الأسد لا يغرنّك ذلك منه ولا تضعنّ ذلك منه على الضعف,فقال له الأسد لا يغرّك ذلك,,قال الأسد لا يغرّنك ذلك منه ولا يصغرنّ عندك,قال الأسد لا يغرّنك ذلك منه ولا يصغرنّ عندك أمره,قال الأسد لا يغرّنك ذلك منه ولا *يصغرنّ عندك,قال الأسد لا يغرّنك ذلك منه ولا تصف ذلك منه على الضعف,قال الأسد لا يغرّك ذلك منه ولا تضعه على الضعف,,قال الأسد لا يغرّنّك ذلك منه ولا تحمله على الضعف,
224,059eab1c-0e7a-4a7d-95ec-c32aab29a734,Analogy of Wind and Trees,فإنّ الريح الشديدة لا تحطم الحشيش وقد تقصف الشجر وكذلك الصيّاد إنّما يصيد بعضها ببعض,فإنّ الريح الشديدة لا تحطم الحشيش ولكنّها تحطّم غليظ الخشب والشجر وكذلك الصناديد إنّما يصمد بعضهم بعضًا,فإنّ الريح الشديدة لا تحطم العشب وتقصف الشجر,,فإنّ الريح الشديدة لا تضرّ بضعيف الحشيش ولكنّها تحطم عظماء الشجر وطوال النخل وكذلك الصناديد,فإنّ الريح الشديدة لا تعبأ بضعيف الحشيش لكنّها تحطم طوال النخل وعظيم الشجر,فإنّ الريح الشديدة لا تضرّ بضعيف الحشيش ولكنّها تحطم عظام الدوح وطوال النخل وكذلك الصناديد إنّما يعضد بعضها بعضًا,فإنّ الريح الشديدة لا تضرّ بصغير العشب وقد تمرّ بالشجرة فتكسرها وكذلك الصناديد إنّما بعضهم لبعض,فإنّ الريح الشديدة لا تحطم الحشيش وهي تحطم الخشب والشجر وكذلك الصناديد يصيد بعضهم بعضًا,,فإنّ الريح الشديدة لا تخطر الحشيش وهي تقصف الشجر العظام وكذلك الصناديد إنّما تصيد بعضها بعضًا,
225,cbb56208-b77c-4557-9160-b41b6ce7a4c7,Dimna Offers to Bring Ox as Servant,قال دمنة لا يهابنّ الملك أمره ولا يقعْ في نفسه منه شيء وإن شاء الملك أتيت به سامعًا مطيعًا,قال دمنة لا يهابنّ الملك منه شيئًا ولا يكبرْ أمره في نفسه فأنا آتيه به إن شاء الملك حتّى يكون له عبدًا سامعًا مطيعًا,فقال دمنة لا يهابنّ الملك من أمره شيء فعليّ أن آتيك به فيكون لك عبدًا مطيعًا,,قال دمنة لا يهابنّ الملك منه شيئًا فلا تكترث في نفسك أمره فأنا آتيك به حتّى يكون لك عبدًا سامعًا مطيعًا,قال دمنة لا تهابنّ أيّها الملك منه شيئًا ولا يكثرنّ عليك أمره فأنا آتيك به فأجعله لك عبدًا سامعًا مطيعًا,قال دمنة لا تهابنّ أيّها الملك منه شيئًا ولا يكثرنّ في نفسك أمره فأنا آتيك به حتّى يكون لك عبدًا سامعًا مطيعًا,قال دمنة لا تهابنّ أيّها الملك منه شيئًا ولا يكبرنّ في نفسك أمره فأنا آتيك به حتّى يكون لك عبدًا سامعًا مطيعًا,قال الملك لا يهول الملك منه شيء ولا يكبرنّ عليه أمر فأنا آتيك به حتّى يكون لك عبدًا مطيعًا,,قال له دمنة لا يهابنّ الملك أمره ولا يكوننّ في نفسه شيء منه وإن أحبّ أن آتيه به حتّى تكون له عبدًا سامعًا,
226,da76e139-d98a-4cf7-b824-4a14a54f256c,Lion's Approval of Dimna's Proposal,فلمّا سمع الملك ذلك فرح به وقال نعم فانطلق دمنة إلى الثور,ففرح الأسد بقوله وقال فدونك إذًا قال ثمّ إنّ دمنة انطلق إلى الثور,قال فلمّا سمع الأسد كلامه فرح به وقال دونك وإيّاه ثمّ أنّ دمنة انطلق إلى شتربة,,ففرح الأسد بذلك وقال دونك وإيّاه فانطلق إليه فتوجّه دمنة إليه,قال الأسد دونك وما بدا لك فانطلق إلى الثور,ففرح الأسد بقوله وقال دونك إذن فانطلق دمنة إلى الثور,ففرح الأسد بقوله وقال دونك وإيّاه وانطلق إلى الثور,ففرح الأسد بذلك وقال دونك ائتيني به فانطلق دمنة إلى الثور,,ففرح الأسد لذلك وقال له دونك فانطلق دمنة إلى شتربة,
227,349f7f0c-5430-42c2-9123-b7ad0293d8ef,Scene 6. Dimna Approaches the Ox,,,,,,,,,,,,
228,b130a23c-634e-446d-be6b-835c47d2e49d,Dimna's Confident Approach to Ox,فقال له غير هائب إنّ الأسد أرسلني إليك لآتيه بك,فقال له غير هائب ولا متعتع إنّ الأسد أرسلني إليك لآتيه بك,فقال له وهو غير هائب منه إنّ الأسد أرسلني إليك لآتي بك إليه وأمرني,,فدخل على الثور غير هائب له ولا متعتع وقال إنّ الأسد أرسلني إليك لآتيه بك,فقال له غير هائب ولا مكترث إنّ الأسد أرسلني إليك لآتيه بك,فقال له غير هائب ولا متعتع إنّ الأسد أرسلني إليك لآتيه بك,وقال له غير هائب ولا ممتنع إنّ الأسد أرسلني إليك لآتيه بك,فقال له غير هائب ولا متعتع إنّ الأسد أرسلني إليك,,فقال له غير هائب ولا متتعتع إنّ الأسد أرسلني إليك لآتيه بك,فقال له غير هائب له ولا ممتنع عنه إنّ الأسد أرسلني إليك لتأتيه
229,173fcd63-87ad-4749-8dd1-a0a731537af7,Dimna's Offer of Safety to Ox,فإن أنت عجّلت الإقبال عليه ضمنت لك أن يؤمّنك ويعفو عمّا تقدّم من ذنبك في التأخّر عنه والترك للقائه مع ما انضمّ إلى ذلك,وأمرني إن أنت عجّلت الإقبال إليه طائعًا أن آمّنك على ما سلف من ذنبك في التأخّر عن الأسد وتركك لقاءه,إن أنت عجّلت الإقبال إليه أن يؤمنك على ما قد سلف من ذنبك في التأخير عنه في هذه المدّة,,وأمرني إن أنت عجّلت إليه طائعًا أؤمّنك على ما سلف من ذنب في التأخير عنه,وأمرني إن أنت عجّلت إليه طائعًا أن يؤمّنك على ما سلف من ذنبك في التأخّر عنه وتركك لقاءه,وأمرني إن أنت عجّلت الإقبال إليه أن أؤمنك على ما سلف من ذنبك في التأخرّ عنه وترك لقائه,وأمرني إن أنت عجّلت عليه سامعًا مطيعًا أن أؤمّنك على ما سلف من ذنبك في التأخير عن الأسد وتركك لقاءه,وأمرني إن أنت عجّلت الإقبال طائعًا أن أؤمّنك على ما سلف من ذنبك في التأخّر عنه وتركك لقاءه,,وإن أنت أسرعت غفر لك ذنب تأخّرك عنه,فإن عجّلت الإجابة إليه طائعًا أمّنك على نفسك وما سلف من ذنبك في التأخّر عنه
